Node Name	Data Size	Total-time	CPU-time	max-rss	I/O In (read MB)	I/O out (write MB)	mem_mb	disk_mb
227	18432.0	1049.8641	1024.76	41852.42	507.29	7404.89	3528.0	3528.0
228	18432.0	1313.2151	0.0	43258.06	1111.39	9905.09	3647.0	3647.0
246	19456.0	1288.5858	1255.19	44632.92	4.06	8739.9	3763.0	3763.0
244	18432.0	1243.6002	1068.63	42127.32	3.57	7454.09	3552.0	3552.0
244	18432.0	1398.7859	1368.54	43061.56	3.77	7618.85	3630.0	3630.0
242	18432.0	1436.0216	1406.8	42509.0	55.04	6724.66	3584.0	3584.0
217	19456.0	1581.6011	1544.87	44076.09	0.0	4128.68	3716.0	3716.0
228	18432.0	1640.5808	1609.58	43649.38	0.0	4088.66	3680.0	3680.0
213	18432.0	1387.1543	1350.85	42878.19	33.17	6015.18	3615.0	3615.0
246	18432.0	774.7829	754.93	43507.01	0.0	4075.43	3668.0	3668.0
241	934.0	377.5584	360.8	22161.59	0.0	3917.79	1867.0	1867.0
240	15360.0	1898.1399	0.01	42787.68	0.81	9796.87	3030.0	3030.0
215	15360.0	1274.6148	1243.33	43333.38	0.0	7667.24	3026.0	3026.0
218	15360.0	1824.9194	1760.65	42211.14	0.0	7468.36	2979.0	2979.0
217	15360.0	3388.1833	0.0	43217.33	0.45	9895.75	2915.0	2915.0
242	15360.0	1024.4481	988.05	42012.37	2435.21	7433.29	2936.0	2936.0
248	27648.0	1910.5961	1857.67	64747.74	94.56	11460.0	5460.0	5460.0
239	27648.0	1790.5879	1747.94	65328.36	4.8	11562.67	5509.0	5509.0
213	27648.0	1458.1819	1416.3	64698.35	1192.24	6062.3	5456.0	5456.0
221	27648.0	1786.0476	1748.29	65045.74	3.85	11512.07	5485.0	5485.0
220	27648.0	2067.494	1961.12	64709.69	3.54	11452.55	5457.0	5457.0
224	27648.0	1690.408	1592.87	65218.7	2.57	11542.71	5500.0	5500.0
224	27648.0	2235.3208	0.0	63872.74	2.35	14628.97	5386.0	5386.0
241	27648.0	2239.7046	2210.99	64550.06	74.98	14785.09	5444.0	5444.0
221	331.0	236.7415	185.56	7152.01	0.7	734.33	1000.0	1000.0
224	329.0	209.7579	158.38	7019.69	0.8	730.18	1000.0	1000.0
246	308.0	200.0393	0.0	6666.18	65.25	1670.56	1000.0	1000.0
240	313.0	412.1845	0.0	7427.68	0.0	1697.29	1000.0	1000.0
248	336.0	477.2765	464.02	7990.13	0.0	1408.48	1000.0	1000.0
216	306.0	119.9596	103.08	6195.86	970.27	679.12	1000.0	1000.0
220	320.0	176.4235	159.97	6717.28	0.0	709.11	1000.0	1000.0
240	332.0	317.193	269.62	7887.43	0.12	1367.75	1000.0	1000.0
219	332.0	311.9889	283.37	6662.86	0.0	735.77	1000.0	1000.0
222	347.0	471.6268	461.62	8242.27	0.0	1453.07	1000.0	1000.0
228	310.0	548.7971	523.8	7373.49	0.0	687.88	1000.0	1000.0
222	356.0	611.3413	586.8	8453.01	0.0	789.08	1000.0	1000.0
219	343.0	132.9385	101.44	8157.12	692.24	761.9	1000.0	1000.0
